,ftm-per-100-possessions2,ftm-per-100-possessions,ST/Pos,ST/Pos2,Margin2,Margin,Last 102,TS%M2,Last 10,FG%M2,TS%M,BL%2,FG%M,BL%,CGWin%2,CGWin%,Ind,SOS2,SOS,TOM2,TOM,Team1Win
455,23.84,27.02,0.105,0.092,0.6,17.5,-2.1,0.036000000000000004,27.9,0.005,0.173,0.055,0.096,0.071,0.636,0.5710000000000001,455,239,55,-0.011,0.042,1
456,18.949,24.538,0.116,0.08199999999999999,1.1,15.3,-3.8,0.08199999999999999,25.9,0.03,0.197,0.044,0.063,0.07400000000000001,0.636,0.833,456,203,40,-0.001,0.053,1
457,18.705,20.794,0.059,0.101,6.0,5.0,13.1,0.115,13.4,0.055,0.067,0.1,0.034,0.093,0.545,0.3,457,72,14,-0.012,-0.008,1
458,21.4,22.637,0.1,0.093,4.6,11.1,0.0,0.12,13.4,0.051,0.22,0.057,0.092,0.05,0.7,0.75,458,178,104,-0.006,0.013,1
459,17.160999999999998,21.855,0.121,0.086,3.2,9.7,2.7,0.08800000000000001,11.2,0.049,0.084,0.085,0.041,0.101,0.375,0.6,459,168,18,-0.008,0.039,1
460,24.432,23.458,0.106,0.102,7.8,4.7,8.2,0.136,13.7,0.046,0.02,0.049,0.021,0.087,0.727,0.75,460,92,9,0.029,0.016,0
461,23.746,20.357,0.098,0.091,5.4,9.2,0.6,0.053,15.9,0.023,0.128,0.032,0.052000000000000005,0.085,0.6,0.375,461,242,3,0.01,0.024,1
462,25.435,17.401,0.081,0.08199999999999999,4.6,9.2,11.1,0.103,17.5,0.05,0.115,0.083,0.07400000000000001,0.087,0.636,0.375,462,24,21,-0.024,-0.008,1
463,21.782,17.678,0.093,0.093,14.6,3.6,17.4,0.195,4.8,0.101,0.094,0.086,0.024,0.034,0.667,0.733,463,23,200,0.019,-0.016,0
464,20.072,23.029,0.105,0.124,1.3,15.0,1.3,0.049,22.1,0.022,0.18600000000000005,0.053,0.073,0.064,0.636,0.778,464,217,10,0.013,0.02,1
465,19.242,20.162,0.107,0.108,8.6,3.3,11.7,0.073,9.2,0.043,0.07200000000000001,0.095,0.036000000000000004,0.112,0.778,0.4,465,91,45,0.026,0.037000000000000005,0
466,24.361,23.949,0.09,0.106,13.5,14.5,8.5,0.117,16.3,0.048,0.241,0.067,0.098,0.097,0.667,0.4,466,326,68,0.042,0.005,1
467,24.4,20.984,0.08900000000000001,0.115,6.1,5.1,12.2,0.071,-0.5,0.052000000000000005,0.06,0.094,0.016,0.081,0.545,0.636,467,8,294,0.014,0.019,0
468,20.285,24.326,0.108,0.098,4.0,9.6,13.2,0.01,10.1,0.023,0.14800000000000002,0.066,0.062,0.075,0.6,1.0,468,33,102,0.01,0.004,0
469,21.293000000000006,20.737,0.08800000000000001,0.096,0.4,9.2,-0.3,0.029,17.8,0.004,0.138,0.092,0.063,0.062,0.417,0.636,469,137,6,-0.006999999999999999,0.024,0
470,23.731,17.305999999999994,0.078,0.098,7.5,11.1,16.8,0.08,17.4,0.035,0.14300000000000002,0.084,0.032,0.05,0.429,0.6,470,26,101,0.019,0.03,0
471,20.192,21.726,0.09,0.07200000000000001,2.3,17.1,1.4,0.021,16.2,0.006999999999999999,0.274,0.071,0.132,0.058,0.778,0.333,471,259,89,0.005,0.012,1
472,26.547,20.095,0.106,0.101,21.0,7.1,25.7,0.245,6.9,0.113,0.129,0.127,0.063,0.104,1.0,0.28600000000000003,472,32,84,0.058,-0.01,0
473,23.029,25.606,0.073,0.153,7.1,6.6,9.9,-0.131,11.6,-0.056,0.157,0.061,0.044,0.073,0.7140000000000001,1.0,473,7,38,0.091,-0.011,0
474,23.055,22.323,0.103,0.095,8.4,13.3,12.6,0.05,15.1,0.023,0.217,0.056,0.086,0.062,0.667,0.7,474,30,71,0.018000000000000002,0.03,1
475,21.898000000000003,24.757,0.097,0.111,12.8,6.8,15.1,0.095,17.1,0.042,0.118,0.078,0.049,0.08900000000000001,0.6,0.636,475,112,1,0.061,-0.013,0
476,24.261,18.724,0.08,0.073,15.8,5.0,21.6,0.189,15.3,0.062,0.091,0.068,0.04,0.073,0.667,1.0,476,12,75,0.038,-0.001,0
477,20.998,22.773000000000003,0.109,0.093,10.0,8.5,19.4,0.114,12.4,0.08,0.035,0.075,0.019,0.086,0.5710000000000001,0.636,477,2,69,-0.003,0.06,0
478,22.468000000000004,22.241,0.13,0.08900000000000001,6.6,8.5,14.3,0.08199999999999999,10.2,0.04,0.128,0.053,0.097,0.08199999999999999,0.4,0.375,478,20,221,0.011,0.064,0
479,19.777,27.02,0.105,0.116,13.4,17.5,13.8,0.146,27.9,0.081,0.173,0.092,0.096,0.071,0.5,0.5710000000000001,479,51,55,0.048,0.042,1
480,24.538,20.794,0.059,0.116,15.3,5.0,25.9,0.197,13.4,0.063,0.067,0.07400000000000001,0.034,0.093,0.833,0.3,480,40,14,0.053,-0.008,1
481,22.637,21.855,0.121,0.1,11.1,9.7,13.4,0.22,11.2,0.092,0.084,0.05,0.041,0.101,0.75,0.6,481,104,18,0.013,0.039,1
482,24.432,20.357,0.098,0.102,7.8,9.2,8.2,0.136,15.9,0.046,0.128,0.049,0.052000000000000005,0.085,0.727,0.375,482,92,3,0.029,0.024,1
483,21.782,17.401,0.081,0.093,14.6,9.2,17.4,0.195,17.5,0.101,0.115,0.086,0.07400000000000001,0.087,0.667,0.375,483,23,21,0.019,-0.008,1
484,23.029,19.242,0.108,0.105,15.0,8.6,22.1,0.18600000000000005,11.7,0.073,0.073,0.064,0.043,0.095,0.778,0.778,484,10,91,0.02,0.026,0
485,23.949,24.4,0.115,0.09,14.5,6.1,16.3,0.241,12.2,0.098,0.071,0.097,0.052000000000000005,0.094,0.4,0.545,485,68,8,0.005,0.014,0
486,21.293000000000006,20.285,0.098,0.096,0.4,4.0,-0.3,0.029,13.2,0.004,0.01,0.092,0.023,0.066,0.417,0.6,486,137,33,-0.006999999999999999,0.01,1
487,21.726,23.731,0.098,0.09,17.1,7.5,16.2,0.274,16.8,0.132,0.08,0.058,0.035,0.084,0.333,0.429,487,89,26,0.012,0.019,0
488,23.029,26.547,0.101,0.153,7.1,21.0,9.9,-0.131,25.7,-0.056,0.245,0.061,0.113,0.127,0.7140000000000001,1.0,488,7,32,0.091,0.058,1
489,21.898000000000003,22.323,0.103,0.111,12.8,13.3,15.1,0.095,15.1,0.042,0.217,0.078,0.086,0.062,0.6,0.7,489,112,71,0.061,0.03,1
490,24.261,20.998,0.093,0.073,15.8,10.0,21.6,0.189,19.4,0.062,0.114,0.068,0.08,0.075,0.667,0.5710000000000001,490,12,2,0.038,-0.003,0
491,27.02,22.468000000000004,0.08900000000000001,0.105,17.5,6.6,27.9,0.173,14.3,0.096,0.08199999999999999,0.071,0.04,0.053,0.5710000000000001,0.4,491,55,20,0.042,0.011,0
492,20.794,21.855,0.121,0.059,5.0,9.7,13.4,0.067,11.2,0.034,0.084,0.093,0.041,0.101,0.3,0.6,492,14,18,-0.008,0.039,1
493,17.401,20.357,0.098,0.081,9.2,9.2,17.5,0.115,15.9,0.07400000000000001,0.128,0.087,0.052000000000000005,0.085,0.375,0.375,493,21,3,-0.008,0.024,0
494,23.949,23.029,0.105,0.09,14.5,15.0,16.3,0.241,22.1,0.098,0.18600000000000005,0.097,0.073,0.064,0.4,0.778,494,68,10,0.005,0.02,1
495,20.285,21.726,0.09,0.098,4.0,17.1,13.2,0.01,16.2,0.023,0.274,0.066,0.132,0.058,0.6,0.333,495,33,89,0.01,0.012,1
496,24.261,27.02,0.105,0.073,15.8,17.5,21.6,0.189,27.9,0.062,0.173,0.068,0.096,0.071,0.667,0.5710000000000001,496,12,55,0.038,0.042,0
497,17.401,21.855,0.121,0.081,9.2,9.7,17.5,0.115,11.2,0.07400000000000001,0.084,0.087,0.041,0.101,0.375,0.6,497,21,18,-0.008,0.039,0
498,21.726,23.029,0.105,0.09,17.1,15.0,16.2,0.274,22.1,0.132,0.18600000000000005,0.058,0.073,0.064,0.333,0.778,498,89,10,0.012,0.02,1
499,22.323,26.547,0.101,0.103,13.3,21.0,15.1,0.217,25.7,0.086,0.245,0.062,0.113,0.127,0.7,1.0,499,71,32,0.03,0.058,1
500,26.547,24.261,0.073,0.101,21.0,15.8,25.7,0.245,21.6,0.113,0.189,0.127,0.062,0.068,1.0,0.667,500,32,12,0.058,0.038,1
501,17.401,23.029,0.105,0.081,9.2,15.0,17.5,0.115,22.1,0.07400000000000001,0.18600000000000005,0.087,0.073,0.064,0.375,0.778,501,21,10,-0.008,0.02,1
502,23.029,24.261,0.073,0.105,15.0,15.8,22.1,0.18600000000000005,21.6,0.073,0.189,0.064,0.062,0.068,0.778,0.667,502,10,12,0.02,0.038,0
503,22.17,24.207,0.095,0.094,12.8,-2.4,25.4,0.175,0.1,0.09,-0.028,0.07,-0.004,0.046,1.0,0.6,503,14,216,0.013,-0.016,0
504,19.651,24.139,0.071,0.085,10.1,4.8,11.2,0.152,8.8,0.075,0.054000000000000006,0.08900000000000001,0.003,0.084,0.333,0.583,504,73,71,0.016,-0.034,0
505,22.28,24.455,0.066,0.08199999999999999,9.5,7.0,11.1,0.199,4.9,0.08199999999999999,0.07,0.092,0.023,0.038,0.625,0.75,505,55,200,-0.029,0.001,0
506,21.961,24.371,0.107,0.058,8.1,11.0,18.1,0.133,7.6,0.069,0.129,0.08199999999999999,0.063,0.07,0.5,0.6,506,46,271,-0.035,0.019,1
507,25.077,22.738000000000003,0.106,0.067,12.2,13.7,16.9,0.157,16.0,0.069,0.071,0.079,0.049,0.073,0.5,0.14300000000000002,507,69,107,-0.016,0.08199999999999999,1
508,24.357,23.51,0.08900000000000001,0.08900000000000001,8.8,0.6,14.5,0.135,0.2,0.047,0.004,0.063,-0.002,0.058,0.667,0.5,508,5,122,0.013,-0.012,0
509,20.431,16.24,0.078,0.096,9.4,1.7,10.5,0.1,6.4,0.035,-0.001,0.078,-0.006999999999999999,0.053,0.25,0.6920000000000001,509,22,66,0.038,0.029,0
510,21.778,23.023000000000003,0.126,0.098,13.7,5.5,18.4,0.182,3.8,0.07200000000000001,0.034,0.061,0.014,0.056,1.0,0.182,510,34,262,0.039,0.036000000000000004,0
511,19.824,23.833,0.104,0.096,-4.3,8.5,-1.3,-0.096,14.3,-0.044,0.07200000000000001,0.047,0.033,0.101,0.5710000000000001,0.5,511,207,57,0.033,0.038,1
512,20.435,22.207,0.071,0.115,10.3,7.7,12.2,0.085,12.6,0.038,0.08199999999999999,0.101,0.037000000000000005,0.056,0.5,0.857,512,77,85,0.039,0.021,1
513,22.867,23.52,0.111,0.081,11.0,6.7,12.6,0.109,16.0,0.06,0.021,0.083,0.015,0.073,0.5,0.667,513,149,33,-0.02,0.009000000000000001,0
514,24.674,21.076,0.095,0.091,9.4,6.4,14.2,0.107,5.4,0.014,0.036000000000000004,0.066,0.032,0.077,0.4,0.615,514,6,178,0.032,0.04,0
515,21.851,20.317,0.08900000000000001,0.075,3.3,4.6,11.1,0.024,11.5,0.013,0.108,0.078,0.031,0.048,0.667,0.727,515,1,96,0.03,0.035,1
516,21.39,22.608,0.117,0.101,10.2,2.7,13.6,0.08199999999999999,4.8,0.041,-0.032,0.065,-0.006,0.073,0.6,0.5,516,40,170,0.04,0.053,0
517,19.28,20.552,0.104,0.126,10.2,1.4,11.2,0.033,10.2,0.015,0.002,0.07,0.009000000000000001,0.058,0.429,1.0,517,91,38,0.057,0.027000000000000003,0
518,20.546,19.56,0.094,0.111,8.7,10.0,5.8,0.065,16.2,0.054000000000000006,0.165,0.095,0.054000000000000006,0.083,0.25,0.615,518,334,4,0.035,-0.003,1
519,19.538,21.492,0.094,0.084,2.7,13.0,0.4,0.038,23.7,0.046,0.091,0.067,0.067,0.07400000000000001,0.6,0.444,519,338,11,-0.008,0.031,1
520,22.316,19.785,0.084,0.091,4.2,6.1,10.1,0.01,6.3,-0.013,0.085,0.061,0.039,0.083,0.8,0.667,520,41,49,0.04,0.001,0
521,24.544,20.372,0.099,0.106,7.7,13.4,1.0,0.071,18.6,0.013,0.179,0.085,0.059,0.068,1.0,0.375,521,256,68,0.022,-0.006999999999999999,1
522,22.095,18.506,0.085,0.078,11.6,10.4,24.7,0.13699999999999998,1.5,0.081,0.106,0.098,0.066,0.079,0.333,0.667,522,26,280,0.012,0.009000000000000001,0
523,17.500999999999998,20.766,0.083,0.081,7.0,5.1,9.9,0.085,10.9,0.022,0.09,0.037000000000000005,0.043,0.066,0.833,0.6,523,61,15,0.027000000000000003,0.0,1
524,25.799,21.367,0.117,0.136,13.3,15.0,19.6,0.003,19.3,0.027000000000000003,0.114,0.053,0.042,0.067,0.8,0.667,524,13,339,0.059,0.07400000000000001,1
525,23.073,22.166,0.08900000000000001,0.073,7.1,4.3,12.3,0.05,15.2,0.016,0.019,0.062,0.001,0.06,0.625,0.4,525,53,18,-0.002,0.019,1
526,23.127,24.838,0.098,0.066,6.2,10.3,-1.5,0.155,16.2,0.049,0.084,0.054000000000000006,0.036000000000000004,0.052000000000000005,0.5379999999999999,0.5,526,331,36,-0.041,0.019,1
527,22.202,20.416,0.08800000000000001,0.07,0.5,11.2,-7.8,-0.035,24.4,-0.008,0.125,0.062,0.07200000000000001,0.059,0.727,0.444,527,326,2,-0.019,0.044,1
528,23.792,24.873,0.085,0.093,9.4,2.5,14.5,0.065,12.3,0.035,0.042,0.059,0.02,0.073,0.667,0.667,528,64,8,0.04,0.009000000000000001,0
529,21.86,19.142,0.094,0.061,13.6,9.7,18.5,0.192,7.3,0.08199999999999999,0.122,0.079,0.065,0.061,0.6,0.7140000000000001,529,48,231,-0.038,0.051,1
530,18.882,15.348,0.083,0.102,5.9,6.9,10.1,0.091,14.1,0.035,0.13699999999999998,0.068,0.067,0.065,0.2,0.364,530,131,7,0.018000000000000002,0.011,1
531,21.512,21.501,0.071,0.099,7.2,12.8,14.8,0.092,15.9,0.049,0.207,0.078,0.085,0.05,0.667,0.5,531,50,104,-0.002,-0.017,1
532,21.786,21.904,0.111,0.076,8.7,3.4,19.2,0.16899999999999998,6.9,0.073,-0.02,0.069,0.012,0.068,0.778,0.778,532,62,153,-0.018000000000000002,0.059,0
533,20.341,21.375,0.08199999999999999,0.12,4.5,7.7,11.1,0.066,8.7,0.013,0.111,0.07,0.056,0.077,0.429,0.846,533,21,83,0.021,-0.009000000000000001,0
534,18.781,17.42,0.08900000000000001,0.067,17.2,4.2,26.9,0.235,2.6,0.109,0.025,0.08900000000000001,0.021,0.064,0.25,0.778,534,58,215,-0.03,0.023,1
535,19.651,22.17,0.094,0.085,10.1,12.8,11.2,0.152,25.4,0.075,0.175,0.08900000000000001,0.09,0.07,0.333,1.0,535,73,14,0.016,0.013,1
536,24.371,22.28,0.08199999999999999,0.107,11.0,9.5,7.6,0.129,11.1,0.063,0.199,0.07,0.08199999999999999,0.092,0.6,0.625,536,271,55,0.019,-0.029,1
537,24.357,22.738000000000003,0.106,0.08900000000000001,8.8,13.7,14.5,0.135,16.0,0.047,0.071,0.063,0.049,0.073,0.667,0.14300000000000002,537,5,107,0.013,0.08199999999999999,0
538,21.778,20.431,0.096,0.098,13.7,9.4,18.4,0.182,10.5,0.07200000000000001,0.1,0.061,0.035,0.078,1.0,0.25,538,34,22,0.039,0.038,0
539,23.833,22.207,0.071,0.104,8.5,7.7,14.3,0.07200000000000001,12.6,0.033,0.08199999999999999,0.101,0.037000000000000005,0.056,0.5,0.857,539,57,85,0.038,0.021,0
540,22.867,24.674,0.091,0.081,11.0,9.4,12.6,0.109,14.2,0.06,0.107,0.083,0.014,0.066,0.5,0.4,540,149,6,-0.02,0.032,1
541,21.39,20.317,0.08900000000000001,0.101,10.2,4.6,13.6,0.08199999999999999,11.5,0.041,0.108,0.065,0.031,0.048,0.6,0.727,541,40,96,0.04,0.035,0
542,19.28,19.56,0.094,0.126,10.2,10.0,11.2,0.033,16.2,0.015,0.165,0.07,0.054000000000000006,0.083,0.429,0.615,542,91,4,0.057,-0.003,1
543,22.316,21.492,0.094,0.091,4.2,13.0,10.1,0.01,23.7,-0.013,0.091,0.061,0.067,0.07400000000000001,0.8,0.444,543,41,11,0.04,0.031,1
544,22.095,20.372,0.099,0.078,11.6,13.4,24.7,0.13699999999999998,18.6,0.081,0.179,0.098,0.059,0.068,0.333,0.375,544,26,68,0.012,-0.006999999999999999,1
545,20.766,21.367,0.117,0.083,5.1,15.0,10.9,0.09,19.3,0.043,0.114,0.066,0.042,0.067,0.6,0.667,545,15,339,0.0,0.07400000000000001,0
546,24.838,22.166,0.08900000000000001,0.098,10.3,4.3,16.2,0.084,15.2,0.036000000000000004,0.019,0.052000000000000005,0.001,0.06,0.5,0.4,546,36,18,0.019,0.019,1
547,20.416,23.792,0.093,0.08800000000000001,11.2,9.4,24.4,0.125,14.5,0.07200000000000001,0.065,0.059,0.035,0.059,0.444,0.667,547,2,64,0.044,0.04,0
548,19.142,15.348,0.083,0.094,9.7,6.9,7.3,0.122,14.1,0.065,0.13699999999999998,0.061,0.067,0.065,0.7140000000000001,0.364,548,231,7,0.051,0.011,1
549,21.501,21.786,0.076,0.071,12.8,8.7,15.9,0.207,19.2,0.085,0.16899999999999998,0.05,0.073,0.069,0.5,0.778,549,104,62,-0.017,-0.018000000000000002,0
550,20.341,17.42,0.08900000000000001,0.12,4.5,4.2,11.1,0.066,2.6,0.013,0.025,0.07,0.021,0.064,0.429,0.778,550,21,215,0.021,0.023,0
551,22.17,22.28,0.08199999999999999,0.094,12.8,9.5,25.4,0.175,11.1,0.09,0.199,0.07,0.08199999999999999,0.092,1.0,0.625,551,14,55,0.013,-0.029,0
552,24.357,21.778,0.098,0.08900000000000001,8.8,13.7,14.5,0.135,18.4,0.047,0.182,0.063,0.07200000000000001,0.061,0.667,1.0,552,5,34,0.013,0.039,1
553,24.674,23.833,0.104,0.091,9.4,8.5,14.2,0.107,14.3,0.014,0.07200000000000001,0.066,0.033,0.101,0.4,0.5,553,6,57,0.032,0.038,1
554,19.56,21.39,0.101,0.094,10.0,10.2,16.2,0.165,13.6,0.054000000000000006,0.08199999999999999,0.083,0.041,0.065,0.615,0.6,554,4,40,-0.003,0.04,0
555,20.372,21.492,0.094,0.099,13.4,13.0,18.6,0.179,23.7,0.059,0.091,0.068,0.067,0.07400000000000001,0.375,0.444,555,68,11,-0.006999999999999999,0.031,1
556,22.166,20.766,0.083,0.08900000000000001,4.3,5.1,15.2,0.019,10.9,0.001,0.09,0.06,0.043,0.066,0.4,0.6,556,18,15,0.019,0.0,1
557,20.416,15.348,0.083,0.08800000000000001,11.2,6.9,24.4,0.125,14.1,0.07200000000000001,0.13699999999999998,0.059,0.067,0.065,0.444,0.364,557,2,7,0.044,0.011,0
558,20.341,21.501,0.071,0.12,4.5,12.8,11.1,0.066,15.9,0.013,0.207,0.07,0.085,0.05,0.429,0.5,558,21,104,0.021,-0.017,0
559,22.17,21.778,0.098,0.094,12.8,13.7,25.4,0.175,18.4,0.09,0.182,0.07,0.07200000000000001,0.061,1.0,1.0,559,14,34,0.013,0.039,1
560,19.56,23.833,0.104,0.094,10.0,8.5,16.2,0.165,14.3,0.054000000000000006,0.07200000000000001,0.083,0.033,0.101,0.615,0.5,560,4,57,-0.003,0.038,0
561,21.492,20.766,0.083,0.094,13.0,5.1,23.7,0.091,10.9,0.067,0.09,0.07400000000000001,0.043,0.066,0.444,0.6,561,11,15,0.031,0.0,0
562,20.341,20.416,0.08800000000000001,0.12,4.5,11.2,11.1,0.066,24.4,0.013,0.125,0.07,0.07200000000000001,0.059,0.429,0.444,562,21,2,0.021,0.044,0
563,21.778,19.56,0.094,0.098,13.7,10.0,18.4,0.182,16.2,0.07200000000000001,0.165,0.061,0.054000000000000006,0.083,1.0,0.615,563,34,4,0.039,-0.003,0
564,20.341,21.492,0.094,0.12,4.5,13.0,11.1,0.066,23.7,0.013,0.091,0.07,0.067,0.07400000000000001,0.429,0.444,564,21,11,0.021,0.031,1
565,21.492,21.778,0.098,0.094,13.0,13.7,23.7,0.091,18.4,0.067,0.182,0.07400000000000001,0.07200000000000001,0.061,0.444,1.0,565,11,34,0.031,0.039,1
566,22.315,17.095,0.08800000000000001,0.107,14.9,-0.3,24.3,0.22,-3.8,0.079,0.027000000000000003,0.054000000000000006,-0.004,0.07,0.8,0.636,566,37,205,0.032,0.025,0
567,18.29,23.14,0.056,0.101,10.8,4.8,11.4,0.068,14.1,0.046,0.134,0.065,0.045,0.045,0.8,0.667,567,83,75,0.034,-0.005,0
568,18.6,15.761,0.08900000000000001,0.08900000000000001,9.0,11.0,8.4,0.018000000000000002,16.1,0.0,0.112,0.059,0.068,0.083,0.625,0.429,568,145,4,0.063,0.054000000000000006,1
569,23.754,22.604,0.117,0.104,11.7,10.2,19.3,0.117,7.3,0.042,0.128,0.081,0.076,0.085,0.375,0.5710000000000001,569,8,209,0.044,0.015,0
570,22.565,21.315,0.08800000000000001,0.098,5.5,14.8,9.1,0.07,21.2,0.023,0.174,0.085,0.087,0.061,0.7,0.667,570,76,93,0.024,0.014,0
571,23.023000000000003,19.7,0.1,0.108,6.9,7.5,7.7,0.01,12.9,0.014,0.114,0.069,0.031,0.061,0.5,0.375,571,47,59,0.055,0.014,0
572,24.373,23.365,0.081,0.086,11.0,3.3,19.3,0.152,5.2,0.043,0.05,0.078,0.026,0.057,0.556,0.385,572,9,235,0.013,-0.006,0
573,23.799,22.59,0.094,0.07,-1.1,23.4,6.4,0.032,26.0,0.004,0.329,0.038,0.15,0.076,0.75,1.0,573,152,102,-0.019,0.019,1
574,19.286,21.362,0.061,0.077,7.1,3.6,10.0,0.08900000000000001,19.3,0.035,0.112,0.086,0.01,0.066,0.5,0.444,574,64,1,0.022,-0.022,0
575,19.55,15.457,0.1,0.102,9.2,8.7,17.6,0.123,12.2,0.035,0.076,0.063,0.024,0.062,0.7,1.0,575,34,165,0.047,0.054000000000000006,0
576,19.767,22.612,0.135,0.1,8.8,16.3,7.9,0.141,19.0,0.056,0.05,0.066,0.038,0.09,0.5710000000000001,0.444,576,213,72,0.009000000000000001,0.113,1
577,21.462,22.796,0.086,0.075,5.0,3.3,9.0,0.104,6.7,0.035,0.003,0.079,0.002,0.047,0.75,0.667,577,26,16,-0.011,-0.008,1
578,19.492,21.919,0.1,0.075,6.1,11.2,4.1,0.087,18.3,0.071,0.104,0.057,0.071,0.087,0.667,0.625,578,269,20,-0.008,0.034,1
579,17.522000000000002,21.003,0.105,0.067,15.5,8.7,20.0,0.243,10.7,0.087,0.08,0.061,0.05,0.073,1.0,0.7140000000000001,579,78,56,-0.019,0.033,0
580,20.627,24.958,0.079,0.101,4.4,11.1,4.2,0.069,14.9,0.037000000000000005,0.153,0.048,0.061,0.056,0.6,0.667,580,315,24,0.011,0.011,1
589,26.104,21.379,0.094,0.099,2.6,13.4,-1.4,0.024,24.9,-0.015,0.064,0.053,0.053,0.058,0.857,0.75,589,316,14,0.027000000000000003,0.023,1
590,20.01,23.768,0.105,0.097,3.1,6.2,11.6,0.0,12.4,0.018000000000000002,0.08,0.044,0.041,0.079,0.583,0.857,590,52,58,-0.018000000000000002,0.018000000000000002,1
591,17.83,22.706,0.077,0.101,10.9,6.6,11.1,0.099,15.4,0.07200000000000001,0.101,0.053,0.041,0.106,0.7140000000000001,0.625,591,167,17,0.045,0.016,0
592,22.253,21.538,0.08199999999999999,0.08800000000000001,7.9,8.1,13.5,0.077,5.3,0.034,0.132,0.052000000000000005,0.046,0.086,0.6,0.6,592,13,267,0.049,0.006999999999999999,0
593,22.254,19.472,0.108,0.112,4.8,14.7,10.4,0.063,16.6,0.033,0.129,0.068,0.078,0.08800000000000001,0.455,0.667,593,43,66,0.031,0.054000000000000006,1
594,20.229,16.886,0.078,0.084,3.0,15.0,2.4,-0.028,20.1,-0.004,0.217,0.06,0.1,0.081,0.5329999999999999,0.833,594,224,106,0.009000000000000001,0.008,1
595,24.238000000000003,23.205,0.103,0.09,19.3,9.2,24.4,0.202,11.8,0.094,0.116,0.071,0.057,0.068,0.5,0.556,595,186,71,0.038,0.036000000000000004,0
596,19.94,23.817,0.079,0.078,3.0,14.6,0.1,0.056,16.6,0.017,0.115,0.044,0.054000000000000006,0.087,0.857,0.4,596,225,23,-0.02,0.037000000000000005,1
597,18.29,22.315,0.107,0.101,10.8,14.9,11.4,0.068,24.3,0.046,0.22,0.065,0.079,0.054000000000000006,0.8,0.8,597,83,37,0.034,0.032,0
598,23.754,15.761,0.08900000000000001,0.104,11.7,11.0,19.3,0.117,16.1,0.042,0.112,0.081,0.068,0.083,0.375,0.429,598,8,4,0.044,0.054000000000000006,0
599,22.565,20.253,0.078,0.098,5.5,8.6,9.1,0.07,15.9,0.023,0.132,0.085,0.073,0.085,0.7,0.6,599,76,5,0.024,-0.037000000000000005,1
600,23.023000000000003,24.373,0.086,0.108,6.9,11.0,7.7,0.01,19.3,0.014,0.152,0.069,0.043,0.078,0.5,0.556,600,47,9,0.055,0.013,0
601,19.286,22.59,0.094,0.077,7.1,23.4,10.0,0.08900000000000001,26.0,0.035,0.329,0.086,0.15,0.076,0.5,1.0,601,64,102,0.022,0.019,1
602,19.55,22.612,0.135,0.102,9.2,16.3,17.6,0.123,19.0,0.035,0.05,0.063,0.038,0.09,0.7,0.444,602,34,72,0.047,0.113,1
603,22.796,21.919,0.1,0.086,3.3,11.2,6.7,0.003,18.3,0.002,0.104,0.047,0.071,0.087,0.667,0.625,603,16,20,-0.008,0.034,0
604,17.522000000000002,24.958,0.079,0.067,15.5,11.1,20.0,0.243,14.9,0.087,0.153,0.061,0.061,0.056,1.0,0.667,604,78,24,-0.019,0.011,1
605,20.245,17.748,0.062,0.095,10.3,3.4,18.3,0.133,12.3,0.068,0.11,0.07400000000000001,0.061,0.08,0.75,0.444,605,35,10,0.004,-0.045,0
606,20.427,16.52,0.106,0.07200000000000001,13.0,9.0,17.9,0.194,19.1,0.067,0.107,0.041,0.044,0.057,0.6,0.583,606,62,35,-0.014,0.059,0
607,21.732,20.014,0.092,0.093,8.0,13.8,11.6,0.058,23.4,0.045,0.188,0.11,0.08199999999999999,0.106,0.444,0.75,607,51,44,0.027000000000000003,0.028,1
608,20.297,19.513,0.08800000000000001,0.095,11.7,9.2,16.7,0.096,23.3,0.059,0.106,0.098,0.016,0.052000000000000005,0.625,0.4,608,2,26,0.036000000000000004,0.052000000000000005,1
609,21.379,23.768,0.105,0.094,13.4,6.2,24.9,0.064,12.4,0.053,0.08,0.058,0.041,0.079,0.75,0.857,609,14,58,0.023,0.018000000000000002,0
610,22.253,17.83,0.101,0.08800000000000001,7.9,10.9,13.5,0.077,11.1,0.034,0.099,0.052000000000000005,0.07200000000000001,0.053,0.6,0.7140000000000001,610,13,167,0.049,0.045,0
611,19.472,16.886,0.078,0.108,14.7,15.0,16.6,0.129,20.1,0.078,0.217,0.08800000000000001,0.1,0.081,0.667,0.833,611,66,106,0.054000000000000006,0.008,1
612,24.238000000000003,23.817,0.079,0.09,19.3,14.6,24.4,0.202,16.6,0.094,0.115,0.071,0.054000000000000006,0.087,0.5,0.4,612,186,23,0.038,0.037000000000000005,1
613,18.29,23.754,0.104,0.101,10.8,11.7,11.4,0.068,19.3,0.046,0.117,0.065,0.042,0.081,0.8,0.375,613,83,8,0.034,0.044,1
614,23.023000000000003,20.253,0.078,0.108,6.9,8.6,7.7,0.01,15.9,0.014,0.132,0.069,0.073,0.085,0.5,0.6,614,47,5,0.055,-0.037000000000000005,0
615,22.59,22.612,0.135,0.094,23.4,16.3,26.0,0.329,19.0,0.15,0.05,0.076,0.038,0.09,1.0,0.444,615,102,72,0.019,0.113,0
616,22.796,24.958,0.079,0.086,3.3,11.1,6.7,0.003,14.9,0.002,0.153,0.047,0.061,0.056,0.667,0.667,616,16,24,-0.008,0.011,0
