,Year,Team,effective-field-goal-pct,ftm-per-100-possessions,offensive-rebounding-pct,defensive-rebounding-pct,assists-per-fgm,effective-possession-ratio,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos
66,2011,wofford,0.53,23.578,0.33,0.68,0.552,0.966,0.531,0.636,0.5,155,12.6,6,1.101,112.3,1.012,104.2,0.089,8.1,73.8,67.8,6,1.13,1.083,0.047,0.479,0.447,0.032,0.407,0.691,0.509,0.101,0.175,0.197,0.022,0.048,0.286
67,2011,xavier,0.51,26.207,0.31,0.74,0.541,0.958,0.611,0.774,0.667,63,13.1,8.1,1.076,112.8,0.957,96.8,0.119,16,72.6,64.5,8.1,1.125,1.011,0.114,0.463,0.402,0.061,0.333,0.748,0.533,0.082,0.177,0.183,0.006,0.057,0.254
0,2012,alabama,0.49,20.732,0.32,0.71,0.517,0.944,0.588,0.656,0.4,26,14.2,6.8,0.999,103.4,0.894,86.7,0.105,16.7,64.9,58.1,6.8,1.058,0.946,0.112,0.452,0.388,0.064,0.285,0.715,0.52,0.112,0.198,0.204,0.006,0.08,0.283
1,2012,baylor,0.52,22.082,0.37,0.70,0.564,0.958,0.637,0.812,0.636,36,18.9,9.8,1.08,113.4,0.938,91.1,0.142,22.3,74.2,64.5,9.7,1.136,0.999,0.137,0.468,0.413,0.055,0.38,0.753,0.529,0.112,0.202,0.212,0.01,0.084,0.253
2,2012,belmont,0.56,23.471,0.32,0.69,0.624,0.97,0.573,0.788,1,172,19.8,13.9,1.155,114.3,0.958,97.4,0.197,16.9,81.4,67.5,13.9,1.183,1.017,0.166,0.481,0.426,0.055,0.381,0.736,0.521,0.104,0.169,0.2,0.031,0.04,0.258
3,2012,byu,0.52,20.698,0.28,0.76,0.614,0.944,0.58,0.742,0.333,175,10.2,10.8,1.056,103.6,0.911,90.8,0.145,12.8,78.4,67.6,10.8,1.111,1.015,0.096,0.466,0.418,0.048,0.348,0.709,0.523,0.112,0.172,0.207,0.035,0.073,0.248
4,2012,california,0.52,20.86,0.31,0.74,0.605,0.957,0.586,0.727,0.455,87,14.5,9.9,1.062,108.5,0.916,92.2,0.146,16.3,71.7,61.8,9.9,1.116,0.982,0.134,0.479,0.412,0.067,0.366,0.746,0.534,0.071,0.179,0.189,0.01,0.056,0.213
5,2012,cincinnati,0.48,16.823,0.35,0.68,0.518,1.016,0.582,0.727,0.667,62,19,7.7,1.04,106.9,0.924,90.9,0.116,16,69.2,61.5,7.7,1.012,0.977,0.035,0.421,0.414,0.007,0.345,0.647,0.503,0.122,0.156,0.208,0.052,0.08,0.228
6,2012,colorado,0.50,22.72,0.27,0.73,0.504,0.932,0.567,0.645,0.143,109,8.5,2.7,0.996,102.1,0.955,93.3,0.041,8.8,66.7,64,2.7,1.069,1.003,0.066,0.441,0.414,0.027,0.34,0.688,0.511,0.088,0.186,0.182,-0.004,0.06,0.256
7,2012,colorado st,0.53,24.816,0.27,0.73,0.509,0.92,0.6,0.645,0.6,58,13.8,2.7,1.07,109.1,1.03,101,0.04,8.1,71,68.4,2.6,1.163,1.086,0.077,0.476,0.436,0.04,0.405,0.769,0.508,0.081,0.184,0.179,-0.005,0.036,0.283
8,2012,connecticut,0.50,19.281,0.36,0.67,0.533,0.982,0.594,0.606,0.462,9,15.1,4.7,1.036,108.6,0.965,94.1,0.071,14.5,68.8,64.1,4.7,1.059,0.955,0.104,0.454,0.383,0.071,0.331,0.661,0.522,0.088,0.185,0.159,-0.026,0.115,0.215
9,2012,creighton,0.58,22.215,0.30,0.76,0.632,0.948,0.608,0.849,0.6,98,11,10.5,1.159,116.6,1.007,100.1,0.152,16.5,80,69.5,10.5,1.226,1.041,0.185,0.509,0.438,0.071,0.425,0.733,0.547,0.069,0.176,0.148,-0.028,0.039,0.247
10,2012,davidson,0.51,23.537,0.34,0.76,0.513,0.984,0.571,0.774,0.4,194,11.8,9.5,1.094,109.4,0.96,98.7,0.134,10.7,77.4,67.9,9.5,1.114,1.022,0.092,0.448,0.427,0.021,0.34,0.769,0.544,0.077,0.167,0.171,0.004,0.062,0.282
11,2012,detroit,0.48,25.619,0.34,0.70,0.516,0.967,0.525,0.606,0.4,202,10.5,2.9,1.037,105.4,0.994,99.9,0.043,5.5,70.9,67.9,3,1.072,1.091,-0.019,0.444,0.445,-0.001,0.295,0.741,0.509,0.107,0.183,0.217,0.034,0.085,0.282
12,2012,duke,0.53,25.497,0.33,0.69,0.484,0.979,0.657,0.844,0.556,1,17.1,9.4,1.114,114.9,0.98,95.2,0.134,19.7,78.1,68.7,9.4,1.138,1.01,0.128,0.46,0.433,0.027,0.38,0.697,0.519,0.089,0.17,0.182,0.012,0.067,0.26
13,2012,florida,0.55,19.96,0.32,0.72,0.565,0.977,0.605,0.719,0.444,39,15.7,10.7,1.128,117.8,0.971,95.3,0.157,22.5,76.4,65.8,10.6,1.149,1.038,0.111,0.46,0.432,0.028,0.387,0.711,0.519,0.097,0.162,0.191,0.029,0.061,0.234
14,2012,florida st,0.51,19.299,0.34,0.69,0.487,0.916,0.611,0.71,0.625,25,13.9,7.7,0.995,104.8,0.886,87.7,0.109,17.1,70.1,62.4,7.7,1.087,0.958,0.129,0.455,0.38,0.075,0.349,0.701,0.527,0.111,0.232,0.218,-0.014,0.107,0.267
15,2012,georgetown,0.51,21.772,0.35,0.72,0.554,0.959,0.621,0.733,0.455,38,19.2,9.3,1.04,108.5,0.898,87.5,0.142,21,68.4,59.1,9.3,1.09,0.943,0.147,0.458,0.386,0.072,0.343,0.696,0.539,0.095,0.19,0.191,0.001,0.091,0.271
16,2012,gonzaga,0.54,25.53,0.32,0.75,0.553,0.943,0.609,0.806,1,110,16.5,10.8,1.079,110.4,0.922,92,0.157,18.4,74,63.2,10.8,1.148,0.985,0.163,0.473,0.413,0.06,0.376,0.715,0.549,0.099,0.19,0.187,-0.003,0.058,0.221
17,2012,harvard,0.53,24.177,0.29,0.75,0.584,0.92,0.589,0.862,0.222,177,9.3,10,1.046,106.1,0.885,91.8,0.161,14.3,65.1,55,10.1,1.14,0.955,0.185,0.464,0.404,0.06,0.355,0.75,0.541,0.094,0.198,0.192,-0.006,0.087,0.244
18,2012,indiana,0.55,26.623,0.33,0.71,0.513,0.946,0.62,0.758,0.364,18,21.7,11.7,1.131,117.5,0.96,95,0.171,22.5,77.3,65.5,11.8,1.187,1.023,0.164,0.487,0.421,0.066,0.433,0.762,0.534,0.094,0.184,0.193,0.009,0.061,0.257
19,2012,iona,0.57,18.176,0.30,0.69,0.624,0.955,0.58,0.781,0.8,144,10.9,10.7,1.14,112.7,0.994,100.5,0.146,12.2,83.2,72.6,10.6,1.183,1.076,0.107,0.504,0.45,0.054,0.393,0.716,0.507,0.099,0.167,0.212,0.045,0.036,0.231
20,2012,iowa state,0.53,21.664,0.31,0.75,0.571,0.964,0.593,0.688,0.538,27,17.5,6.5,1.069,111.1,0.974,94.5,0.095,16.6,73.2,66.7,6.5,1.116,1.021,0.095,0.449,0.436,0.013,0.38,0.679,0.533,0.086,0.183,0.169,-0.014,0.048,0.234
21,2012,kansas,0.53,22.468,0.33,0.73,0.577,0.956,0.644,0.818,0.75,2,23.4,13.1,1.09,111.4,0.9,84.6,0.19,26.8,75,61.9,13.1,1.143,0.967,0.176,0.485,0.383,0.102,0.358,0.696,0.543,0.107,0.191,0.199,0.008,0.102,0.256
22,2012,kansas st,0.49,23.413,0.39,0.69,0.576,0.977,0.58,0.677,0.455,20,17.2,7.7,1.026,107.2,0.915,89.7,0.111,17.5,71.4,63.7,7.7,1.057,1.002,0.055,0.443,0.408,0.035,0.342,0.666,0.535,0.089,0.205,0.231,0.026,0.089,0.289
23,2012,kentucky,0.54,24.985,0.37,0.72,0.484,0.994,0.667,0.969,0.5,51,29.5,18.9,1.141,119.6,0.861,87.1,0.28,32.5,77.2,58.2,19,1.15,0.885,0.265,0.488,0.362,0.126,0.383,0.722,0.552,0.094,0.17,0.174,0.004,0.152,0.213
24,2012,lamar,0.46,25.097,0.37,0.72,0.486,1.012,0.533,0.645,0.5,275,6.5,6.3,1.03,104.8,0.941,98.4,0.089,6.4,72.7,66.4,6.3,1.025,1.009,0.016,0.428,0.427,0.001,0.331,0.723,0.531,0.114,0.17,0.203,0.033,0.076,0.249
25,2012,lehigh,0.50,23.898,0.29,0.72,0.498,0.966,0.547,0.781,0.286,277,10.5,10.2,1.071,105.9,0.926,96.6,0.145,9.3,75.6,65.4,10.2,1.111,1.016,0.095,0.445,0.417,0.028,0.355,0.774,0.512,0.111,0.162,0.206,0.044,0.052,0.251
26,2012,liu-brooklyn,0.53,27.063,0.32,0.67,0.543,0.921,0.557,0.758,0.733,237,5.6,4.5,1.067,105.8,1.008,105,0.059,0.8,81.9,77.4,4.5,1.156,1.028,0.128,0.475,0.445,0.03,0.368,0.731,0.517,0.079,0.208,0.178,-0.03,0.049,0.205
27,2012,lg beach st,0.52,22.846,0.34,0.71,0.549,0.964,0.586,0.733,0.429,149,11.9,9,1.066,108.9,0.936,93.6,0.13,15.3,73.7,64.6,9.1,1.111,1.007,0.104,0.467,0.419,0.048,0.354,0.669,0.521,0.099,0.185,0.209,0.024,0.049,0.23
28,2012,louisville,0.47,20.542,0.34,0.69,0.552,0.967,0.616,0.735,0.556,17,17.8,7.7,0.992,103.6,0.882,83,0.11,20.6,69.4,61.7,7.7,1.028,0.936,0.092,0.426,0.379,0.047,0.31,0.682,0.512,0.132,0.206,0.222,0.016,0.087,0.257
29,2012,loyola mymt,0.48,22.094,0.30,0.68,0.472,0.943,0.557,0.75,0.533,182,4.5,3.8,1.016,101.2,0.959,97.3,0.057,3.9,67.6,63.8,3.8,1.044,1.031,0.013,0.428,0.428,0,0.341,0.718,0.534,0.117,0.195,0.209,0.014,0.083,0.281
30,2012,marquette,0.50,23.733,0.32,0.66,0.631,0.96,0.634,0.781,0.375,22,18.1,9.7,1.056,108.8,0.921,88.6,0.135,20.2,75.9,66.2,9.7,1.099,0.982,0.117,0.459,0.406,0.053,0.337,0.721,0.498,0.123,0.183,0.226,0.043,0.06,0.248
31,2012,memphis,0.54,23.127,0.29,0.70,0.541,0.933,0.617,0.758,0.429,60,25.2,11.7,1.075,111.4,0.907,89.6,0.168,21.8,75.1,63.3,11.8,1.151,0.961,0.19,0.492,0.385,0.107,0.366,0.713,0.511,0.117,0.181,0.2,0.019,0.102,0.274
32,2012,michigan,0.53,17.248,0.27,0.71,0.533,0.95,0.626,0.742,0.462,12,20,5.4,1.072,111.5,0.986,94,0.086,17.5,67.1,61.8,5.3,1.137,1.039,0.098,0.463,0.427,0.036,0.36,0.72,0.492,0.079,0.166,0.195,0.029,0.04,0.252
33,2012,michigan st,0.53,21.555,0.36,0.75,0.591,0.962,0.643,0.781,0.444,3,25.6,13.3,1.08,112.1,0.882,84.2,0.198,27.9,72.5,59.2,13.3,1.117,0.949,0.168,0.476,0.378,0.098,0.358,0.699,0.566,0.111,0.194,0.19,-0.004,0.081,0.265
34,2012,miss val st,0.46,18.653,0.33,0.70,0.555,0.964,0.511,0.625,0.444,288,-4.8,-0.4,0.96,95.3,0.966,101.6,-0.006,-6.3,68.8,69.3,-0.5,0.992,1.063,-0.071,0.403,0.437,-0.034,0.33,0.65,0.504,0.122,0.199,0.221,0.022,0.044,0.284
35,2012,missouri,0.58,23.584,0.29,0.69,0.576,0.968,0.623,0.879,0.308,55,22,14.5,1.181,122.4,0.966,97.1,0.215,25.3,80,65.5,14.5,1.221,1.047,0.174,0.503,0.443,0.06,0.395,0.764,0.509,0.122,0.151,0.213,0.062,0.051,0.207
36,2012,montana,0.53,22.193,0.25,0.69,0.554,0.928,0.562,0.793,0.3,280,11.1,9,1.049,100.9,0.916,94.1,0.133,6.8,71.2,62.2,9,1.129,0.985,0.144,0.468,0.401,0.067,0.383,0.719,0.493,0.105,0.182,0.215,0.033,0.071,0.273
37,2012,murray st,0.54,25.017,0.33,0.68,0.503,0.936,0.612,0.964,0.2,281,10.8,11.9,1.087,105.9,0.913,90.5,0.174,15.4,74.2,62.4,11.8,1.174,0.99,0.184,0.476,0.421,0.055,0.407,0.728,0.509,0.118,0.203,0.233,0.03,0.079,0.268
38,2012,nc state,0.50,21.26,0.35,0.71,0.591,0.975,0.578,0.667,0.667,49,14.4,5.6,1.064,109.4,0.983,95.2,0.081,14.2,73.6,68,5.6,1.09,1.019,0.071,0.463,0.417,0.046,0.357,0.709,0.531,0.1,0.184,0.173,-0.011,0.072,0.243
39,2012,new mexico,0.53,22.06,0.33,0.75,0.649,0.948,0.601,0.806,0.5,121,18.5,13,1.069,108.2,0.877,88.7,0.192,19.5,72.7,59.7,13,1.131,0.958,0.173,0.461,0.385,0.076,0.383,0.711,0.546,0.101,0.195,0.205,0.01,0.061,0.261
40,2012,n mex state,,,,,,,0.57,0.719,0.75,233,11.8,8.8,1.069,106.6,0.947,95.4,0.122,11.2,77.2,68.4,8.8,1.088,1.023,0.065,0.464,0.431,0.033,0.329,0.664,0.554,0.094,0.201,0.2,-0.001,0.07,0.247
41,2012,norfolk st,0.49,21.744,0.32,0.70,0.492,0.937,0.519,0.742,0.5,313,-1.9,2.8,0.98,98.1,0.941,99.9,0.039,-1.8,69.5,66.6,2.9,1.061,0.983,0.078,0.448,0.405,0.043,0.317,0.653,0.51,0.095,0.208,0.19,-0.018,0.081,0.272
42,2012,n carolina,0.50,22.217,0.39,0.75,0.581,1.025,0.661,0.875,0.833,37,26.3,16.1,1.105,113.4,0.889,88,0.216,25.4,82.4,66.3,16.1,1.068,0.937,0.131,0.463,0.386,0.077,0.347,0.675,0.57,0.092,0.158,0.177,0.019,0.092,0.197
43,2012,notre dame,0.50,21.869,0.29,0.70,0.636,0.984,0.586,0.667,0.727,32,14.6,5,1.04,108.1,0.963,93.9,0.077,14.2,66.5,61.5,5,1.062,0.972,0.09,0.432,0.412,0.02,0.329,0.708,0.498,0.081,0.154,0.165,0.011,0.06,0.215
44,2012,ohio,0.49,20.771,0.33,0.67,0.539,0.965,0.573,0.781,0.333,186,12.3,7.8,1.022,103.9,0.91,92,0.112,11.9,70.4,62.7,7.7,1.047,1.036,0.011,0.426,0.417,0.009,0.33,0.684,0.499,0.137,0.192,0.255,0.063,0.052,0.289
45,2012,ohio state,0.52,22.653,0.35,0.77,0.537,0.987,0.638,0.812,0.5,15,21.5,16.1,1.106,115.5,0.868,85.5,0.238,30,75,58.9,16.1,1.12,0.991,0.129,0.485,0.407,0.078,0.328,0.698,0.557,0.106,0.171,0.22,0.049,0.054,0.236
46,2012,purdue,0.51,19.514,0.29,0.71,0.529,1.007,0.58,0.636,0.636,14,19.7,6.2,1.091,113.4,0.998,97.1,0.093,16.3,72.2,66,6.2,1.072,1.074,-0.002,0.441,0.446,-0.005,0.377,0.652,0.496,0.099,0.129,0.191,0.062,0.061,0.268
47,2012,saint louis,0.52,20.879,0.29,0.74,0.569,0.955,0.605,0.8,0.75,101,19.6,12.3,1.063,109.3,0.873,88,0.19,21.3,69.3,56.9,12.4,1.111,0.984,0.127,0.455,0.404,0.051,0.374,0.715,0.513,0.106,0.172,0.229,0.057,0.063,0.26
48,2012,san diego st,0.50,20.501,0.29,0.75,0.486,0.948,0.611,0.8,0.222,135,13.4,6.4,1.029,104.1,0.936,93,0.093,11.1,70.5,64.1,6.4,1.082,0.995,0.087,0.456,0.406,0.05,0.339,0.704,0.528,0.08,0.182,0.18,-0.002,0.04,0.232
49,2012,s dakota st,0.54,23.652,0.29,0.73,0.541,0.973,0.585,0.781,0.75,226,12,9.8,1.125,110.9,0.981,99.2,0.144,11.7,76.4,66.6,9.8,1.149,1.054,0.095,0.465,0.448,0.017,0.393,0.73,0.512,0.095,0.15,0.185,0.035,0.033,0.239
50,2012,s florida,0.48,19.365,0.32,0.71,0.544,0.93,0.578,0.594,0.5,31,17.5,1.5,0.961,101.2,0.937,88.1,0.024,13.1,58.5,57.3,1.2,1.038,0.964,0.074,0.435,0.393,0.042,0.311,0.71,0.526,0.091,0.212,0.179,-0.033,0.069,0.251
51,2012,s mississippi,0.46,25.294,0.35,0.74,0.452,1.02,0.612,0.742,0.2,122,4.9,4.5,1.052,108.5,0.985,97.6,0.067,10.9,70.7,66.2,4.5,1.027,1.089,-0.062,0.41,0.449,-0.039,0.356,0.737,0.524,0.087,0.156,0.205,0.049,0.057,0.284
52,2012,st bonavent,0.51,25.203,0.36,0.71,0.577,0.944,0.549,0.621,0.375,85,12.9,5.6,1.048,107.9,0.966,96.1,0.082,11.8,70.3,64.8,5.5,1.116,1.03,0.086,0.459,0.419,0.04,0.34,0.76,0.543,0.086,0.211,0.19,-0.021,0.076,0.274
53,2012,st marys,0.53,23.556,0.36,0.76,0.598,0.985,0.607,0.833,1,196,11.1,10.9,1.124,111.7,0.956,96.2,0.168,15.5,73.8,62.9,10.9,1.145,1.021,0.124,0.469,0.434,0.035,0.344,0.729,0.554,0.104,0.178,0.181,0.003,0.054,0.243
54,2012,syracuse,0.52,19.962,0.35,0.63,0.561,1.009,0.668,0.939,0.444,28,21.2,14.2,1.103,115.1,0.894,89.1,0.209,26,74.6,60.4,14.2,1.095,0.945,0.15,0.465,0.385,0.08,0.345,0.691,0.491,0.142,0.153,0.238,0.085,0.127,0.224
55,2012,temple,0.53,20.098,0.30,0.70,0.573,0.956,0.617,0.774,0.4,40,14.8,6.1,1.079,110.6,0.992,96.1,0.087,14.5,76,69.9,6.1,1.131,1.038,0.093,0.472,0.437,0.035,0.402,0.718,0.508,0.103,0.174,0.189,0.015,0.071,0.251
56,2012,texas,0.49,25.71,0.37,0.67,0.501,0.989,0.578,0.606,0.357,11,14.1,6.2,1.061,110.2,0.97,94.3,0.091,15.9,73.1,66.8,6.3,1.07,1.02,0.05,0.436,0.414,0.022,0.327,0.731,0.522,0.099,0.179,0.196,0.017,0.067,0.283
57,2012,nc-asheville,0.53,28.669,0.32,0.66,0.599,0.948,0.542,0.7,0.455,292,10.4,6.2,1.099,107.8,1.012,102.3,0.087,5.5,78.5,72.3,6.2,1.16,1.082,0.078,0.468,0.453,0.015,0.348,0.772,0.496,0.113,0.186,0.217,0.031,0.039,0.25
58,2012,unlv,0.53,19.563,0.31,0.72,0.65,0.954,0.617,0.75,0.286,99,10.2,9.6,1.061,106.5,0.927,91.5,0.134,15,75.9,66.3,9.6,1.119,0.992,0.127,0.461,0.407,0.054,0.373,0.684,0.519,0.114,0.19,0.203,0.013,0.084,0.243
59,2012,vanderbilt,0.54,22.169,0.31,0.70,0.518,0.943,0.605,0.688,0.4,24,21,7.8,1.079,112.9,0.963,92,0.116,20.9,73.2,65.4,7.8,1.147,1.003,0.144,0.462,0.421,0.041,0.394,0.701,0.507,0.088,0.192,0.184,-0.008,0.072,0.235
60,2012,vcu,0.48,21.09,0.32,0.68,0.515,0.994,0.585,0.824,0.714,128,11.4,8.6,1.024,104.3,0.895,90.8,0.129,13.5,68.4,59.8,8.6,1.026,1.02,0.006,0.41,0.423,-0.013,0.337,0.689,0.489,0.159,0.167,0.262,0.095,0.074,0.272
61,2012,vermont,0.49,22.561,0.33,0.71,0.56,0.965,0.51,0.667,0.714,271,8.3,6.7,1.038,102.4,0.935,97.3,0.103,5.1,67.7,61,6.7,1.077,0.993,0.084,0.444,0.411,0.033,0.342,0.744,0.529,0.096,0.184,0.195,0.011,0.046,0.268
62,2012,virginia,0.51,20.159,0.25,0.77,0.546,0.924,0.578,0.71,0.5,74,15.1,9.4,1.01,102.4,0.86,86.5,0.15,15.9,63.1,53.7,9.4,1.093,0.944,0.149,0.46,0.396,0.064,0.337,0.724,0.527,0.104,0.182,0.204,0.022,0.057,0.254
63,2012,w virginia,0.48,22.038,0.39,0.72,0.569,1.003,0.572,0.594,0.4,21,11.8,5.5,1.047,108.7,0.967,95.2,0.08,13.5,71.6,66.2,5.4,1.041,1.044,-0.003,0.441,0.446,-0.005,0.302,0.671,0.548,0.095,0.184,0.197,0.013,0.046,0.244
64,2012,w kentucky,0.44,21.897,0.32,0.69,0.501,0.941,0.486,0.455,0.625,129,5.4,-2.9,0.93,95,0.972,97.7,-0.042,-2.7,65.1,68,-2.9,0.986,1.038,-0.052,0.397,0.431,-0.034,0.308,0.693,0.498,0.078,0.211,0.205,-0.006,0.074,0.283
65,2012,wichita st,0.54,21.476,0.32,0.77,0.532,0.967,0.622,0.839,0.333,104,23.8,14.2,1.112,113.4,0.907,91.1,0.205,22.3,76.9,62.7,14.2,1.155,0.969,0.186,0.48,0.396,0.084,0.37,0.753,0.548,0.087,0.171,0.181,0.01,0.069,0.246
66,2012,wisconsin,0.50,19.619,0.29,0.74,0.537,0.999,0.614,0.75,0.714,16,19.1,11.8,1.062,111.1,0.868,87.1,0.194,24,64.2,52.5,11.7,1.07,0.902,0.168,0.426,0.38,0.046,0.361,0.739,0.519,0.085,0.143,0.179,0.036,0.07,0.234
67,2012,xavier,0.50,22.634,0.30,0.72,0.524,0.952,0.58,0.645,0.692,47,10.9,3.7,1.009,106,0.956,93.4,0.053,12.6,71.3,67.6,3.7,1.071,1.001,0.07,0.455,0.398,0.057,0.352,0.686,0.517,0.088,0.183,0.18,-0.003,0.068,0.265
0,2013,akron,0.51,19.376,0.37,0.72,0.577,0.961,0.584,0.8,0.667,131,4.9,9.4,1.043,104.9,0.908,93.4,0.135,11.5,72.2,62.8,9.4,1.079,0.977,0.102,0.454,0.394,0.06,0.334,0.643,0.539,0.103,0.199,0.2,0.001,0.103,0.263
1,2013,albany,0.50,22.839,0.29,0.73,0.518,0.917,0.514,0.697,0.636,228,3.3,4.1,0.998,100.7,0.935,99.4,0.063,1.3,64.8,60.6,4.2,1.083,1.011,0.072,0.436,0.422,0.014,0.365,0.735,0.528,0.082,0.208,0.193,-0.015,0.037,0.267
2,2013,arizona,0.53,22.538,0.34,0.76,0.541,0.951,0.626,0.781,0.625,23,9.9,9.6,1.064,113.5,0.925,91.7,0.139,21.8,73.3,63.7,9.6,1.118,1.012,0.106,0.45,0.415,0.035,0.363,0.748,0.544,0.101,0.19,0.2,0.01,0.072,0.246
3,2013,belmont,0.57,19.259,0.28,0.67,0.567,0.92,0.619,0.8,0.5,170,9.6,12.3,1.102,109.7,0.926,94.8,0.176,14.9,76.9,64.6,12.3,1.191,1.029,0.162,0.494,0.413,0.081,0.376,0.735,0.492,0.137,0.194,0.245,0.051,0.051,0.25
4,2013,boise state,0.52,20.554,0.29,0.78,0.501,0.945,0.592,0.655,0.429,114,12.7,4.6,1.047,111.3,0.979,97.8,0.068,13.5,71.1,66.4,4.7,1.107,1.095,0.012,0.448,0.443,0.005,0.387,0.749,0.521,0.098,0.181,0.197,0.016,0.033,0.29
5,2013,bucknell,0.50,22.135,0.29,0.79,0.558,0.979,0.582,0.844,0.5,159,5.2,9.6,1.055,105.4,0.905,92.7,0.15,12.7,67.2,57.7,9.5,1.083,0.927,0.156,0.455,0.379,0.076,0.36,0.748,0.544,0.055,0.148,0.14,-0.008,0.074,0.261
6,2013,butler,0.51,21.54,0.34,0.76,0.535,0.953,0.618,0.781,0.667,56,7.4,5.4,1.043,108.7,0.961,93.4,0.082,15.3,68.8,63.4,5.4,1.091,1.013,0.078,0.451,0.417,0.034,0.345,0.688,0.556,0.086,0.198,0.17,-0.028,0.043,0.273
7,2013,california,0.48,18.622,0.31,0.71,0.562,0.956,0.578,0.645,0.667,39,10.9,3.2,0.995,105.4,0.948,92.3,0.047,13.1,67.5,64.4,3.1,1.036,0.963,0.073,0.446,0.396,0.05,0.304,0.725,0.522,0.085,0.185,0.163,-0.022,0.081,0.279
8,2013,cincinnati,0.46,19.666,0.38,0.72,0.525,0.997,0.585,0.667,0.5,78,7.7,7.9,0.989,104.1,0.872,88.5,0.117,15.6,66.6,58.8,7.8,0.988,0.93,0.058,0.402,0.385,0.017,0.317,0.649,0.544,0.104,0.19,0.196,0.006,0.113,0.234
9,2013,colorado,0.48,22.346,0.32,0.71,0.423,0.952,0.596,0.656,0.625,21,9.5,4.4,1,104.7,0.936,90.1,0.064,14.6,68.2,63.8,4.4,1.049,0.979,0.07,0.436,0.404,0.032,0.347,0.684,0.522,0.103,0.194,0.19,-0.004,0.054,0.263
10,2013,colorado st,0.49,26.577,0.41,0.78,0.504,1.026,0.616,0.742,0.667,160,9.2,8.7,1.103,116.2,0.97,97.1,0.133,19.1,72.3,63.5,8.8,1.065,1.035,0.03,0.443,0.418,0.025,0.334,0.709,0.587,0.071,0.163,0.165,0.002,0.035,0.249
11,2013,creighton,0.58,20.527,0.28,0.75,0.646,0.928,0.609,0.794,0.4,38,13.1,12.3,1.138,116.4,0.953,94.7,0.185,21.7,75.4,63.1,12.3,1.237,0.975,0.262,0.508,0.407,0.101,0.421,0.75,0.539,0.075,0.185,0.159,-0.026,0.045,0.226
12,2013,davidson,0.53,24.822,0.27,0.74,0.561,0.951,0.565,0.781,0.5,224,14.3,11.1,1.105,110.2,0.937,98.9,0.168,11.3,73.1,62,11.1,1.162,1,0.162,0.462,0.413,0.049,0.366,0.801,0.516,0.086,0.166,0.186,0.02,0.052,0.255
13,2013,duke,0.54,23.54,0.27,0.69,0.535,0.966,0.674,0.844,0.75,16,17.5,12.9,1.121,117.3,0.937,90.4,0.184,26.9,78.3,65.4,12.9,1.156,0.991,0.165,0.476,0.418,0.058,0.406,0.732,0.49,0.094,0.153,0.206,0.053,0.066,0.256
14,2013,fla gulf cst,0.52,18.805,0.32,0.69,0.532,0.937,0.543,0.688,1,309,4.5,5,1.014,103.1,0.944,96.8,0.07,6.3,72.3,67.3,5,1.081,1.013,0.068,0.456,0.411,0.045,0.331,0.67,0.506,0.124,0.205,0.219,0.014,0.066,0.271
15,2013,florida,0.55,17.732,0.34,0.74,0.562,0.974,0.64,0.806,0,40,20.4,18.9,1.125,115.5,0.831,84.3,0.294,31.2,72.3,53.4,18.9,1.167,0.909,0.258,0.486,0.372,0.114,0.387,0.688,0.54,0.108,0.176,0.219,0.043,0.067,0.253
16,2013,georgetown,0.51,19.6,0.29,0.72,0.635,0.929,0.637,0.806,0.5,6,20.4,8.8,1.001,105.8,0.864,84.6,0.137,21.2,64.6,55.7,8.9,1.09,0.932,0.158,0.456,0.376,0.08,0.358,0.68,0.511,0.116,0.197,0.221,0.024,0.073,0.29
17,2013,gonzaga,0.55,23.879,0.38,0.73,0.547,0.989,0.645,0.938,0.833,95,22,17.3,1.15,118.6,0.891,90.9,0.259,27.7,76.8,59.5,17.3,1.174,0.952,0.222,0.499,0.382,0.117,0.364,0.712,0.551,0.118,0.167,0.204,0.037,0.051,0.234
18,2013,harvard,0.54,25.805,0.24,0.70,0.575,0.887,0.545,0.667,0.6,165,3.2,4.7,1.044,106.3,0.973,99.3,0.071,7,68.9,64.2,4.7,1.183,1.05,0.133,0.483,0.443,0.04,0.401,0.723,0.49,0.112,0.207,0.206,-0.001,0.078,0.278
19,2013,illinois,0.48,19.362,0.32,0.68,0.425,0.987,0.597,0.636,0.875,7,12.5,3.2,1.019,108.7,0.972,92.9,0.047,15.8,68.6,65.4,3.2,1.032,1.054,-0.022,0.413,0.429,-0.016,0.323,0.722,0.489,0.102,0.171,0.215,0.044,0.074,0.263
20,2013,indiana,0.55,26.897,0.38,0.72,0.54,0.969,0.645,0.844,0.5,50,21.4,18.5,1.153,119,0.889,89.8,0.264,29.2,80.8,62.3,18.5,1.196,0.944,0.252,0.49,0.387,0.103,0.415,0.747,0.555,0.106,0.186,0.205,0.019,0.065,0.276
